File,RelativePath,Folder,Date,Time,ImageQuality,DeleteFlag,Note,Chamber_1,Chamber_2,Chamber_3,Chamber_4,Frame
Affiliation 20191213 01___2019-12-13_09-41-17-5154-07-00.jpg,,12/13/2019,13-Dec-19,9:41:18,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-41-18-5235-07-00.jpg,,12/13/2019,13-Dec-19,9:41:20,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-41-19-5145-07-00.jpg,,12/13/2019,13-Dec-19,9:41:20,Ok,FALSE,,Right,Right,Left,Left,31
Affiliation 20191213 01___2019-12-13_09-41-20-5226-07-00.jpg,,12/13/2019,13-Dec-19,9:41:22,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-41-21-5147-07-00.jpg,,12/13/2019,13-Dec-19,9:41:22,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-41-22-5387-07-00.jpg,,12/13/2019,13-Dec-19,9:41:24,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-41-23-5158-07-00.jpg,,12/13/2019,13-Dec-19,9:41:24,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-41-24-5378-07-00.jpg,,12/13/2019,13-Dec-19,9:41:26,Ok,FALSE,,Right,Right,Left,Left,32
Affiliation 20191213 01___2019-12-13_09-41-25-5149-07-00.jpg,,12/13/2019,13-Dec-19,9:41:26,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-41-26-5099-07-00.jpg,,12/13/2019,13-Dec-19,9:41:28,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-41-27-5180-07-00.jpg,,12/13/2019,13-Dec-19,9:41:28,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-41-28-5411-07-00.jpg,,12/13/2019,13-Dec-19,9:41:30,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-41-29-5181-07-00.jpg,,12/13/2019,13-Dec-19,9:41:30,Ok,FALSE,,Right,Right,Left,Left,33
Affiliation 20191213 01___2019-12-13_09-41-30-5102-07-00.jpg,,12/13/2019,13-Dec-19,9:41:32,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-41-31-5152-07-00.jpg,,12/13/2019,13-Dec-19,9:41:32,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-41-32-5103-07-00.jpg,,12/13/2019,13-Dec-19,9:41:34,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-41-33-5183-07-00.jpg,,12/13/2019,13-Dec-19,9:41:34,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-41-34-5094-07-00.jpg,,12/13/2019,13-Dec-19,9:41:36,Ok,FALSE,,Right,Right,Left,Left,34
Affiliation 20191213 01___2019-12-13_09-41-35-5185-07-00.jpg,,12/13/2019,13-Dec-19,9:41:36,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-41-36-5425-07-00.jpg,,12/13/2019,13-Dec-19,9:41:38,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-41-37-5336-07-00.jpg,,12/13/2019,13-Dec-19,9:41:38,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-41-38-5416-07-00.jpg,,12/13/2019,13-Dec-19,9:41:40,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-41-39-5337-07-00.jpg,,12/13/2019,13-Dec-19,9:41:40,Ok,FALSE,,Right,Right,Left,Left,35
Affiliation 20191213 01___2019-12-13_09-41-40-5407-07-00.jpg,,12/13/2019,13-Dec-19,9:41:42,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-41-41-5328-07-00.jpg,,12/13/2019,13-Dec-19,9:41:42,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-41-42-5099-07-00.jpg,,12/13/2019,13-Dec-19,9:41:44,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-41-43-5339-07-00.jpg,,12/13/2019,13-Dec-19,9:41:44,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-41-44-5100-07-00.jpg,,12/13/2019,13-Dec-19,9:41:46,Ok,FALSE,,Right,Right,Left,Left,36
Affiliation 20191213 01___2019-12-13_09-41-45-5350-07-00.jpg,,12/13/2019,13-Dec-19,9:41:46,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-41-46-5101-07-00.jpg,,12/13/2019,13-Dec-19,9:41:48,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-41-47-5311-07-00.jpg,,12/13/2019,13-Dec-19,9:41:48,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-41-48-5102-07-00.jpg,,12/13/2019,13-Dec-19,9:41:50,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-41-49-5303-07-00.jpg,,12/13/2019,13-Dec-19,9:41:50,Ok,FALSE,,Right,Right,Right,Left,37
Affiliation 20191213 01___2019-12-13_09-41-50-5553-07-00.jpg,,12/13/2019,13-Dec-19,9:41:52,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-41-51-5314-07-00.jpg,,12/13/2019,13-Dec-19,9:41:52,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-41-52-5574-07-00.jpg,,12/13/2019,13-Dec-19,9:41:54,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-41-53-5335-07-00.jpg,,12/13/2019,13-Dec-19,9:41:54,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-41-54-5265-07-00.jpg,,12/13/2019,13-Dec-19,9:41:56,Ok,FALSE,,Right,Right,Right,Left,38
Affiliation 20191213 01___2019-12-13_09-41-55-5336-07-00.jpg,,12/13/2019,13-Dec-19,9:41:56,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-41-56-5227-07-00.jpg,,12/13/2019,13-Dec-19,9:41:58,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-41-57-5317-07-00.jpg,,12/13/2019,13-Dec-19,9:41:58,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-41-58-5228-07-00.jpg,,12/13/2019,13-Dec-19,9:42:00,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-41-59-5328-07-00.jpg,,12/13/2019,13-Dec-19,9:42:00,Ok,FALSE,,Right,Right,Right,Left,39
Affiliation 20191213 01___2019-12-13_09-42-00-5229-07-00.jpg,,12/13/2019,13-Dec-19,9:42:02,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-01-5330-07-00.jpg,,12/13/2019,13-Dec-19,9:42:02,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-02-5260-07-00.jpg,,12/13/2019,13-Dec-19,9:42:04,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-03-5471-07-00.jpg,,12/13/2019,13-Dec-19,9:42:04,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-04-5231-07-00.jpg,,12/13/2019,13-Dec-19,9:42:06,Ok,FALSE,,Right,Right,Right,Left,40
Affiliation 20191213 01___2019-12-13_09-42-05-5502-07-00.jpg,,12/13/2019,13-Dec-19,9:42:06,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-06-5252-07-00.jpg,,12/13/2019,13-Dec-19,9:42:08,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-07-5503-07-00.jpg,,12/13/2019,13-Dec-19,9:42:08,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-08-5254-07-00.jpg,,12/13/2019,13-Dec-19,9:42:10,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-09-5144-07-00.jpg,,12/13/2019,13-Dec-19,9:42:10,Ok,FALSE,,Right,Right,Right,Left,41
Affiliation 20191213 01___2019-12-13_09-42-10-5255-07-00.jpg,,12/13/2019,13-Dec-19,9:42:12,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-11-5175-07-00.jpg,,12/13/2019,13-Dec-19,9:42:12,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-12-5256-07-00.jpg,,12/13/2019,13-Dec-19,9:42:14,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-13-5156-07-00.jpg,,12/13/2019,13-Dec-19,9:42:14,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-14-5247-07-00.jpg,,12/13/2019,13-Dec-19,9:42:16,Ok,FALSE,,Right,Right,Right,Left,42
Affiliation 20191213 01___2019-12-13_09-42-15-5147-07-00.jpg,,12/13/2019,13-Dec-19,9:42:16,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-16-5258-07-00.jpg,,12/13/2019,13-Dec-19,9:42:18,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-17-5179-07-00.jpg,,12/13/2019,13-Dec-19,9:42:18,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-18-5259-07-00.jpg,,12/13/2019,13-Dec-19,9:42:20,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-19-5150-07-00.jpg,,12/13/2019,13-Dec-19,9:42:20,Ok,FALSE,,Right,Right,Right,Left,43
Affiliation 20191213 01___2019-12-13_09-42-20-5420-07-00.jpg,,12/13/2019,13-Dec-19,9:42:22,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-21-5141-07-00.jpg,,12/13/2019,13-Dec-19,9:42:22,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-22-5392-07-00.jpg,,12/13/2019,13-Dec-19,9:42:24,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-23-5152-07-00.jpg,,12/13/2019,13-Dec-19,9:42:24,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-24-5523-07-00.jpg,,12/13/2019,13-Dec-19,9:42:26,Ok,FALSE,,Right,Right,Right,Left,44
Affiliation 20191213 01___2019-12-13_09-42-25-5173-07-00.jpg,,12/13/2019,13-Dec-19,9:42:26,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-26-5384-07-00.jpg,,12/13/2019,13-Dec-19,9:42:28,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-27-5174-07-00.jpg,,12/13/2019,13-Dec-19,9:42:28,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-28-5385-07-00.jpg,,12/13/2019,13-Dec-19,9:42:30,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-29-5176-07-00.jpg,,12/13/2019,13-Dec-19,9:42:30,Ok,FALSE,,Right,Right,Right,Left,45
Affiliation 20191213 01___2019-12-13_09-42-30-5126-07-00.jpg,,12/13/2019,13-Dec-19,9:42:32,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-31-5147-07-00.jpg,,12/13/2019,13-Dec-19,9:42:32,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-32-5387-07-00.jpg,,12/13/2019,13-Dec-19,9:42:34,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-33-5178-07-00.jpg,,12/13/2019,13-Dec-19,9:42:34,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-34-5408-07-00.jpg,,12/13/2019,13-Dec-19,9:42:36,Ok,FALSE,,Right,Right,Right,Neutral,46
Affiliation 20191213 01___2019-12-13_09-42-35-5329-07-00.jpg,,12/13/2019,13-Dec-19,9:42:36,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-36-5420-07-00.jpg,,12/13/2019,13-Dec-19,9:42:38,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-37-5300-07-00.jpg,,12/13/2019,13-Dec-19,9:42:38,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-38-5421-07-00.jpg,,12/13/2019,13-Dec-19,9:42:40,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-39-5341-07-00.jpg,,12/13/2019,13-Dec-19,9:42:40,Ok,FALSE,,Right,Right,Right,Right,47
Affiliation 20191213 01___2019-12-13_09-42-40-5392-07-00.jpg,,12/13/2019,13-Dec-19,9:42:42,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-41-5302-07-00.jpg,,12/13/2019,13-Dec-19,9:42:42,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-42-5383-07-00.jpg,,12/13/2019,13-Dec-19,9:42:44,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-43-5304-07-00.jpg,,12/13/2019,13-Dec-19,9:42:44,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-44-5384-07-00.jpg,,12/13/2019,13-Dec-19,9:42:46,Ok,FALSE,,Right,Right,Right,Right,48
Affiliation 20191213 01___2019-12-13_09-42-45-5305-07-00.jpg,,12/13/2019,13-Dec-19,9:42:46,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-46-5535-07-00.jpg,,12/13/2019,13-Dec-19,9:42:48,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-47-5306-07-00.jpg,,12/13/2019,13-Dec-19,9:42:48,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-48-5576-07-00.jpg,,12/13/2019,13-Dec-19,9:42:50,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-49-5307-07-00.jpg,,12/13/2019,13-Dec-19,9:42:50,Ok,FALSE,,Right,Right,Right,Right,49
Affiliation 20191213 01___2019-12-13_09-42-50-5218-07-00.jpg,,12/13/2019,13-Dec-19,9:42:52,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-51-5338-07-00.jpg,,12/13/2019,13-Dec-19,9:42:52,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-52-5249-07-00.jpg,,12/13/2019,13-Dec-19,9:42:54,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-53-5309-07-00.jpg,,12/13/2019,13-Dec-19,9:42:54,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-54-5250-07-00.jpg,,12/13/2019,13-Dec-19,9:42:56,Ok,FALSE,,Right,Right,Neutral,Neutral,50
Affiliation 20191213 01___2019-12-13_09-42-55-5330-07-00.jpg,,12/13/2019,13-Dec-19,9:42:56,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-56-5261-07-00.jpg,,12/13/2019,13-Dec-19,9:42:58,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-57-5312-07-00.jpg,,12/13/2019,13-Dec-19,9:42:58,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-58-5242-07-00.jpg,,12/13/2019,13-Dec-19,9:43:00,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-42-59-5323-07-00.jpg,,12/13/2019,13-Dec-19,9:43:00,Ok,FALSE,,Right,Right,Neutral,Left,51
Affiliation 20191213 01___2019-12-13_09-43-00-5253-07-00.jpg,,12/13/2019,13-Dec-19,9:43:02,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-01-5494-07-00.jpg,,12/13/2019,13-Dec-19,9:43:02,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-02-5224-07-00.jpg,,12/13/2019,13-Dec-19,9:43:04,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-03-5465-07-00.jpg,,12/13/2019,13-Dec-19,9:43:04,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-04-5226-07-00.jpg,,12/13/2019,13-Dec-19,9:43:06,Ok,FALSE,,Right,Right,Left,Left,52
Affiliation 20191213 01___2019-12-13_09-43-05-5496-07-00.jpg,,12/13/2019,13-Dec-19,9:43:06,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-06-5257-07-00.jpg,,12/13/2019,13-Dec-19,9:43:08,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-07-5147-07-00.jpg,,12/13/2019,13-Dec-19,9:43:08,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-08-5248-07-00.jpg,,12/13/2019,13-Dec-19,9:43:10,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-09-5148-07-00.jpg,,12/13/2019,13-Dec-19,9:43:10,Ok,FALSE,,Right,Right,Left,Right,53
Affiliation 20191213 01___2019-12-13_09-43-10-5249-07-00.jpg,,12/13/2019,13-Dec-19,9:43:12,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-11-5180-07-00.jpg,,12/13/2019,13-Dec-19,9:43:12,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-12-5250-07-00.jpg,,12/13/2019,13-Dec-19,9:43:14,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-13-5151-07-00.jpg,,12/13/2019,13-Dec-19,9:43:14,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-14-5261-07-00.jpg,,12/13/2019,13-Dec-19,9:43:16,Ok,FALSE,,Right,Right,Left,Right,54
Affiliation 20191213 01___2019-12-13_09-43-15-5462-07-00.jpg,,12/13/2019,13-Dec-19,9:43:16,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-16-5232-07-00.jpg,,12/13/2019,13-Dec-19,9:43:18,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-17-5153-07-00.jpg,,12/13/2019,13-Dec-19,9:43:18,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-18-5414-07-00.jpg,,12/13/2019,13-Dec-19,9:43:20,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-19-5174-07-00.jpg,,12/13/2019,13-Dec-19,9:43:20,Ok,FALSE,,Right,Right,Right,Right,55
Affiliation 20191213 01___2019-12-13_09-43-20-5375-07-00.jpg,,12/13/2019,13-Dec-19,9:43:22,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-21-5455-07-00.jpg,,12/13/2019,13-Dec-19,9:43:22,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-22-5396-07-00.jpg,,12/13/2019,13-Dec-19,9:43:24,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-23-5166-07-00.jpg,,12/13/2019,13-Dec-19,9:43:24,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-24-5397-07-00.jpg,,12/13/2019,13-Dec-19,9:43:26,Ok,FALSE,,Right,Right,Right,Left,56
Affiliation 20191213 01___2019-12-13_09-43-25-5168-07-00.jpg,,12/13/2019,13-Dec-19,9:43:26,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-26-5388-07-00.jpg,,12/13/2019,13-Dec-19,9:43:28,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-27-5169-07-00.jpg,,12/13/2019,13-Dec-19,9:43:28,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-28-5389-07-00.jpg,,12/13/2019,13-Dec-19,9:43:30,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-29-5180-07-00.jpg,,12/13/2019,13-Dec-19,9:43:30,Ok,FALSE,,Right,Right,Right,Left,57
Affiliation 20191213 01___2019-12-13_09-43-30-5400-07-00.jpg,,12/13/2019,13-Dec-19,9:43:32,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-31-5621-07-00.jpg,,12/13/2019,13-Dec-19,9:43:32,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-32-5412-07-00.jpg,,12/13/2019,13-Dec-19,9:43:34,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-33-5332-07-00.jpg,,12/13/2019,13-Dec-19,9:43:34,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-34-5403-07-00.jpg,,12/13/2019,13-Dec-19,9:43:36,Ok,FALSE,,Neutral,Right,Neutral,Left,58
Affiliation 20191213 01___2019-12-13_09-43-35-5313-07-00.jpg,,12/13/2019,13-Dec-19,9:43:36,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-36-5374-07-00.jpg,,12/13/2019,13-Dec-19,9:43:38,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-37-5334-07-00.jpg,,12/13/2019,13-Dec-19,9:43:38,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-38-5385-07-00.jpg,,12/13/2019,13-Dec-19,9:43:40,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-39-5306-07-00.jpg,,12/13/2019,13-Dec-19,9:43:40,Ok,FALSE,,Left,Right,Left,Left,59
Affiliation 20191213 01___2019-12-13_09-43-40-5396-07-00.jpg,,12/13/2019,13-Dec-19,9:43:42,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-41-5307-07-00.jpg,,12/13/2019,13-Dec-19,9:43:42,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-42-5417-07-00.jpg,,12/13/2019,13-Dec-19,9:43:44,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-43-5338-07-00.jpg,,12/13/2019,13-Dec-19,9:43:44,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-44-5568-07-00.jpg,,12/13/2019,13-Dec-19,9:43:46,Ok,FALSE,,Left,Right,Left,Right,60
Affiliation 20191213 01___2019-12-13_09-43-45-5309-07-00.jpg,,12/13/2019,13-Dec-19,9:43:46,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-46-5570-07-00.jpg,,12/13/2019,13-Dec-19,9:43:48,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-47-5290-07-00.jpg,,12/13/2019,13-Dec-19,9:43:48,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-48-5251-07-00.jpg,,12/13/2019,13-Dec-19,9:43:50,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-49-5311-07-00.jpg,,12/13/2019,13-Dec-19,9:43:50,Ok,FALSE,,Left,Right,Neutral,Right,61
Affiliation 20191213 01___2019-12-13_09-43-50-5222-07-00.jpg,,12/13/2019,13-Dec-19,9:43:52,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-51-5332-07-00.jpg,,12/13/2019,13-Dec-19,9:43:52,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-52-5253-07-00.jpg,,12/13/2019,13-Dec-19,9:43:54,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-53-5364-07-00.jpg,,12/13/2019,13-Dec-19,9:43:54,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-54-5224-07-00.jpg,,12/13/2019,13-Dec-19,9:43:56,Ok,FALSE,,Neutral,Right,Neutral,Left,62
Affiliation 20191213 01___2019-12-13_09-43-55-5335-07-00.jpg,,12/13/2019,13-Dec-19,9:43:56,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-56-5255-07-00.jpg,,12/13/2019,13-Dec-19,9:43:58,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-57-5296-07-00.jpg,,12/13/2019,13-Dec-19,9:43:58,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-58-5216-07-00.jpg,,12/13/2019,13-Dec-19,9:44:00,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-43-59-5457-07-00.jpg,,12/13/2019,13-Dec-19,9:44:00,Ok,FALSE,,Right,Right,Neutral,Left,63
Affiliation 20191213 01___2019-12-13_09-44-00-5248-07-00.jpg,,12/13/2019,13-Dec-19,9:44:02,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-44-01-5488-07-00.jpg,,12/13/2019,13-Dec-19,9:44:02,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-44-02-5219-07-00.jpg,,12/13/2019,13-Dec-19,9:44:04,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-44-03-5489-07-00.jpg,,12/13/2019,13-Dec-19,9:44:04,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-44-04-5250-07-00.jpg,,12/13/2019,13-Dec-19,9:44:06,Ok,FALSE,,Right,Right,Neutral,Right,64
Affiliation 20191213 01___2019-12-13_09-44-05-5490-07-00.jpg,,12/13/2019,13-Dec-19,9:44:06,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-44-06-5251-07-00.jpg,,12/13/2019,13-Dec-19,9:44:08,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-44-07-5462-07-00.jpg,,12/13/2019,13-Dec-19,9:44:08,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-44-08-5252-07-00.jpg,,12/13/2019,13-Dec-19,9:44:10,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-44-09-5463-07-00.jpg,,12/13/2019,13-Dec-19,9:44:10,Ok,FALSE,,Right,Right,Neutral,Right,65
Affiliation 20191213 01___2019-12-13_09-44-10-5253-07-00.jpg,,12/13/2019,13-Dec-19,9:44:12,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-44-11-5204-07-00.jpg,,12/13/2019,13-Dec-19,9:44:12,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-44-12-5224-07-00.jpg,,12/13/2019,13-Dec-19,9:44:14,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-44-13-5465-07-00.jpg,,12/13/2019,13-Dec-19,9:44:14,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-44-14-5406-07-00.jpg,,12/13/2019,13-Dec-19,9:44:16,Ok,FALSE,,Neutral,Right,Right,Right,66
Affiliation 20191213 01___2019-12-13_09-44-15-5486-07-00.jpg,,12/13/2019,13-Dec-19,9:44:16,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-44-16-5387-07-00.jpg,,12/13/2019,13-Dec-19,9:44:18,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-44-17-5457-07-00.jpg,,12/13/2019,13-Dec-19,9:44:18,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-44-18-5408-07-00.jpg,,12/13/2019,13-Dec-19,9:44:20,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-44-19-5468-07-00.jpg,,12/13/2019,13-Dec-19,9:44:20,Ok,FALSE,,Left,Right,Right,Left,67
Affiliation 20191213 01___2019-12-13_09-44-20-5389-07-00.jpg,,12/13/2019,13-Dec-19,9:44:22,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-44-21-5510-07-00.jpg,,12/13/2019,13-Dec-19,9:44:22,Ok,FALSE,,,,,,
