File,RelativePath,Folder,Date,Time,ImageQuality,DeleteFlag,Note,Chamber_1,Chamber_2,Chamber_3,Chamber_4,Frame
Affiliation 20191213 01___2019-12-13_09-54-40-5984-07-00.jpg,,12/13/2019,13-Dec-19,9:54:42,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-54-41-5744-07-00.jpg,,12/13/2019,13-Dec-19,9:54:42,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-54-42-6005-07-00.jpg,,12/13/2019,13-Dec-19,9:54:44,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-54-43-5765-07-00.jpg,,12/13/2019,13-Dec-19,9:54:44,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-54-44-6006-07-00.jpg,,12/13/2019,13-Dec-19,9:54:46,Ok,FALSE,,Left,Right,Left,Right,192
Affiliation 20191213 01___2019-12-13_09-54-45-5767-07-00.jpg,,12/13/2019,13-Dec-19,9:54:46,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-54-46-5687-07-00.jpg,,12/13/2019,13-Dec-19,9:54:48,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-54-47-5768-07-00.jpg,,12/13/2019,13-Dec-19,9:54:48,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-54-48-5678-07-00.jpg,,12/13/2019,13-Dec-19,9:54:50,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-54-49-5739-07-00.jpg,,12/13/2019,13-Dec-19,9:54:50,Ok,FALSE,,Left,Right,Left,Left,193
Affiliation 20191213 01___2019-12-13_09-54-50-5659-07-00.jpg,,12/13/2019,13-Dec-19,9:54:52,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-54-51-5750-07-00.jpg,,12/13/2019,13-Dec-19,9:54:52,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-54-52-5651-07-00.jpg,,12/13/2019,13-Dec-19,9:54:54,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-54-53-5761-07-00.jpg,,12/13/2019,13-Dec-19,9:54:54,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-54-54-5722-07-00.jpg,,12/13/2019,13-Dec-19,9:54:56,Ok,FALSE,,Left,Right,Right,Left,194
Affiliation 20191213 01___2019-12-13_09-54-55-5912-07-00.jpg,,12/13/2019,13-Dec-19,9:54:56,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-54-56-5643-07-00.jpg,,12/13/2019,13-Dec-19,9:54:58,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-54-57-5923-07-00.jpg,,12/13/2019,13-Dec-19,9:54:58,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-54-58-5644-07-00.jpg,,12/13/2019,13-Dec-19,9:55:00,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-54-59-5905-07-00.jpg,,12/13/2019,13-Dec-19,9:55:00,Ok,FALSE,,Left,Right,Right,Right,195
Affiliation 20191213 01___2019-12-13_09-55-00-5685-07-00.jpg,,12/13/2019,13-Dec-19,9:55:02,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-01-5606-07-00.jpg,,12/13/2019,13-Dec-19,9:55:02,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-02-5686-07-00.jpg,,12/13/2019,13-Dec-19,9:55:04,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-03-5597-07-00.jpg,,12/13/2019,13-Dec-19,9:55:04,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-04-5687-07-00.jpg,,12/13/2019,13-Dec-19,9:55:06,Ok,FALSE,,Right,Right,Right,Right,196
Affiliation 20191213 01___2019-12-13_09-55-05-5598-07-00.jpg,,12/13/2019,13-Dec-19,9:55:06,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-06-5689-07-00.jpg,,12/13/2019,13-Dec-19,9:55:08,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-07-5609-07-00.jpg,,12/13/2019,13-Dec-19,9:55:08,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-08-5660-07-00.jpg,,12/13/2019,13-Dec-19,9:55:10,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-09-5570-07-00.jpg,,12/13/2019,13-Dec-19,9:55:10,Ok,FALSE,,Right,Right,Right,Right,197
Affiliation 20191213 01___2019-12-13_09-55-10-5711-07-00.jpg,,12/13/2019,13-Dec-19,9:55:12,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-11-5561-07-00.jpg,,12/13/2019,13-Dec-19,9:55:12,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-12-5832-07-00.jpg,,12/13/2019,13-Dec-19,9:55:14,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-13-5573-07-00.jpg,,12/13/2019,13-Dec-19,9:55:14,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-14-5813-07-00.jpg,,12/13/2019,13-Dec-19,9:55:16,Ok,FALSE,,Left,Right,Right,Right,198
Affiliation 20191213 01___2019-12-13_09-55-15-5574-07-00.jpg,,12/13/2019,13-Dec-19,9:55:16,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-16-5824-07-00.jpg,,12/13/2019,13-Dec-19,9:55:18,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-17-5595-07-00.jpg,,12/13/2019,13-Dec-19,9:55:18,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-18-5815-07-00.jpg,,12/13/2019,13-Dec-19,9:55:20,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-19-5596-07-00.jpg,,12/13/2019,13-Dec-19,9:55:20,Ok,FALSE,,Left,Right,Neutral,Right,199
Affiliation 20191213 01___2019-12-13_09-55-20-5887-07-00.jpg,,12/13/2019,13-Dec-19,9:55:22,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-21-5597-07-00.jpg,,12/13/2019,13-Dec-19,9:55:22,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-22-5818-07-00.jpg,,12/13/2019,13-Dec-19,9:55:24,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-23-5618-07-00.jpg,,12/13/2019,13-Dec-19,9:55:24,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-24-5819-07-00.jpg,,12/13/2019,13-Dec-19,9:55:26,Ok,FALSE,,Left,Right,Left,Neutral,200
Affiliation 20191213 01___2019-12-13_09-55-25-5609-07-00.jpg,,12/13/2019,13-Dec-19,9:55:26,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-26-5810-07-00.jpg,,12/13/2019,13-Dec-19,9:55:28,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-27-5731-07-00.jpg,,12/13/2019,13-Dec-19,9:55:28,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-28-5811-07-00.jpg,,12/13/2019,13-Dec-19,9:55:30,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-29-5762-07-00.jpg,,12/13/2019,13-Dec-19,9:55:30,Ok,FALSE,,Left,Right,Neutral,Neutral,201
Affiliation 20191213 01___2019-12-13_09-55-30-5842-07-00.jpg,,12/13/2019,13-Dec-19,9:55:32,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-31-5763-07-00.jpg,,12/13/2019,13-Dec-19,9:55:32,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-32-5813-07-00.jpg,,12/13/2019,13-Dec-19,9:55:34,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-33-5724-07-00.jpg,,12/13/2019,13-Dec-19,9:55:34,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-34-5805-07-00.jpg,,12/13/2019,13-Dec-19,9:55:36,Ok,FALSE,,Left,Right,Right,Right,202
Affiliation 20191213 01___2019-12-13_09-55-35-5725-07-00.jpg,,12/13/2019,13-Dec-19,9:55:36,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-36-5806-07-00.jpg,,12/13/2019,13-Dec-19,9:55:38,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-37-5736-07-00.jpg,,12/13/2019,13-Dec-19,9:55:38,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-38-5967-07-00.jpg,,12/13/2019,13-Dec-19,9:55:40,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-39-5747-07-00.jpg,,12/13/2019,13-Dec-19,9:55:40,Ok,FALSE,,Left,Right,Right,Right,203
Affiliation 20191213 01___2019-12-13_09-55-40-5988-07-00.jpg,,12/13/2019,13-Dec-19,9:55:42,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-41-5729-07-00.jpg,,12/13/2019,13-Dec-19,9:55:42,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-42-5679-07-00.jpg,,12/13/2019,13-Dec-19,9:55:44,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-43-5760-07-00.jpg,,12/13/2019,13-Dec-19,9:55:44,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-44-5650-07-00.jpg,,12/13/2019,13-Dec-19,9:55:46,Ok,FALSE,,Left,Neutral,Left,Unknown,204
Affiliation 20191213 01___2019-12-13_09-55-45-5761-07-00.jpg,,12/13/2019,13-Dec-19,9:55:46,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-46-5661-07-00.jpg,,12/13/2019,13-Dec-19,9:55:48,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-47-5792-07-00.jpg,,12/13/2019,13-Dec-19,9:55:48,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-48-5653-07-00.jpg,,12/13/2019,13-Dec-19,9:55:50,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-49-5733-07-00.jpg,,12/13/2019,13-Dec-19,9:55:50,Ok,FALSE,,Left,Left,Left,Right,205
Affiliation 20191213 01___2019-12-13_09-55-50-5644-07-00.jpg,,12/13/2019,13-Dec-19,9:55:52,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-51-5794-07-00.jpg,,12/13/2019,13-Dec-19,9:55:52,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-52-5685-07-00.jpg,,12/13/2019,13-Dec-19,9:55:54,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-53-5915-07-00.jpg,,12/13/2019,13-Dec-19,9:55:54,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-54-5656-07-00.jpg,,12/13/2019,13-Dec-19,9:55:56,Ok,FALSE,,Left,Left,Right,Right,206
Affiliation 20191213 01___2019-12-13_09-55-55-5917-07-00.jpg,,12/13/2019,13-Dec-19,9:55:56,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-56-5677-07-00.jpg,,12/13/2019,13-Dec-19,9:55:58,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-57-5918-07-00.jpg,,12/13/2019,13-Dec-19,9:55:58,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-58-5678-07-00.jpg,,12/13/2019,13-Dec-19,9:56:00,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-55-59-5909-07-00.jpg,,12/13/2019,13-Dec-19,9:56:00,Ok,FALSE,,Left,Left,Right,Right,207
Affiliation 20191213 01___2019-12-13_09-56-00-5679-07-00.jpg,,12/13/2019,13-Dec-19,9:56:02,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-01-5600-07-00.jpg,,12/13/2019,13-Dec-19,9:56:02,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-02-5681-07-00.jpg,,12/13/2019,13-Dec-19,9:56:04,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-03-5891-07-00.jpg,,12/13/2019,13-Dec-19,9:56:04,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-04-5682-07-00.jpg,,12/13/2019,13-Dec-19,9:56:06,Ok,FALSE,,Left,Left,Right,Right,208
Affiliation 20191213 01___2019-12-13_09-56-05-5882-07-00.jpg,,12/13/2019,13-Dec-19,9:56:06,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-06-5673-07-00.jpg,,12/13/2019,13-Dec-19,9:56:08,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-07-5903-07-00.jpg,,12/13/2019,13-Dec-19,9:56:08,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-08-5644-07-00.jpg,,12/13/2019,13-Dec-19,9:56:10,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-09-5915-07-00.jpg,,12/13/2019,13-Dec-19,9:56:10,Ok,FALSE,,Left,Left,Right,Right,209
Affiliation 20191213 01___2019-12-13_09-56-10-5835-07-00.jpg,,12/13/2019,13-Dec-19,9:56:12,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-11-5916-07-00.jpg,,12/13/2019,13-Dec-19,9:56:12,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-12-5826-07-00.jpg,,12/13/2019,13-Dec-19,9:56:14,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-13-5597-07-00.jpg,,12/13/2019,13-Dec-19,9:56:14,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-14-5837-07-00.jpg,,12/13/2019,13-Dec-19,9:56:16,Ok,FALSE,,Left,Left,Right,Right,210
Affiliation 20191213 01___2019-12-13_09-56-15-5598-07-00.jpg,,12/13/2019,13-Dec-19,9:56:16,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-16-5809-07-00.jpg,,12/13/2019,13-Dec-19,9:56:18,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-17-5599-07-00.jpg,,12/13/2019,13-Dec-19,9:56:18,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-18-5810-07-00.jpg,,12/13/2019,13-Dec-19,9:56:20,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-19-5600-07-00.jpg,,12/13/2019,13-Dec-19,9:56:20,Ok,FALSE,,Neutral,Left,Right,Right,211
Affiliation 20191213 01___2019-12-13_09-56-20-5811-07-00.jpg,,12/13/2019,13-Dec-19,9:56:22,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-21-6051-07-00.jpg,,12/13/2019,13-Dec-19,9:56:22,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-22-5662-07-00.jpg,,12/13/2019,13-Dec-19,9:56:24,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-23-5603-07-00.jpg,,12/13/2019,13-Dec-19,9:56:24,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-24-5813-07-00.jpg,,12/13/2019,13-Dec-19,9:56:26,Ok,FALSE,,Neutral,Neutral,Right,Right,212
Affiliation 20191213 01___2019-12-13_09-56-25-5754-07-00.jpg,,12/13/2019,13-Dec-19,9:56:26,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-26-5804-07-00.jpg,,12/13/2019,13-Dec-19,9:56:28,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-27-5725-07-00.jpg,,12/13/2019,13-Dec-19,9:56:28,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-28-5835-07-00.jpg,,12/13/2019,13-Dec-19,9:56:30,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-29-5756-07-00.jpg,,12/13/2019,13-Dec-19,9:56:30,Ok,FALSE,,Right,Right,Right,Right,213
Affiliation 20191213 01___2019-12-13_09-56-30-5807-07-00.jpg,,12/13/2019,13-Dec-19,9:56:32,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-31-5727-07-00.jpg,,12/13/2019,13-Dec-19,9:56:32,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-32-5808-07-00.jpg,,12/13/2019,13-Dec-19,9:56:34,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-33-5758-07-00.jpg,,12/13/2019,13-Dec-19,9:56:34,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-34-5809-07-00.jpg,,12/13/2019,13-Dec-19,9:56:36,Ok,FALSE,,Right,Right,Right,Right,214
Affiliation 20191213 01___2019-12-13_09-56-35-5719-07-00.jpg,,12/13/2019,13-Dec-19,9:56:36,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-36-5960-07-00.jpg,,12/13/2019,13-Dec-19,9:56:38,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-37-5751-07-00.jpg,,12/13/2019,13-Dec-19,9:56:38,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-38-5991-07-00.jpg,,12/13/2019,13-Dec-19,9:56:40,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-39-5722-07-00.jpg,,12/13/2019,13-Dec-19,9:56:40,Ok,FALSE,,Right,Right,Right,Right,215
Affiliation 20191213 01___2019-12-13_09-56-40-5642-07-00.jpg,,12/13/2019,13-Dec-19,9:56:42,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-41-5753-07-00.jpg,,12/13/2019,13-Dec-19,9:56:42,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-42-5643-07-00.jpg,,12/13/2019,13-Dec-19,9:56:44,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-43-5754-07-00.jpg,,12/13/2019,13-Dec-19,9:56:44,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-44-5675-07-00.jpg,,12/13/2019,13-Dec-19,9:56:46,Ok,FALSE,,Right,Right,Neutral,Right,216
Affiliation 20191213 01___2019-12-13_09-56-45-5745-07-00.jpg,,12/13/2019,13-Dec-19,9:56:46,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-46-5646-07-00.jpg,,12/13/2019,13-Dec-19,9:56:48,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-47-5756-07-00.jpg,,12/13/2019,13-Dec-19,9:56:48,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-48-5687-07-00.jpg,,12/13/2019,13-Dec-19,9:56:50,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-49-5737-07-00.jpg,,12/13/2019,13-Dec-19,9:56:50,Ok,FALSE,,Right,Left,Left,Right,217
Affiliation 20191213 01___2019-12-13_09-56-50-5818-07-00.jpg,,12/13/2019,13-Dec-19,9:56:52,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-51-5879-07-00.jpg,,12/13/2019,13-Dec-19,9:56:52,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-52-5649-07-00.jpg,,12/13/2019,13-Dec-19,9:56:54,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-53-5890-07-00.jpg,,12/13/2019,13-Dec-19,9:56:54,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-54-5670-07-00.jpg,,12/13/2019,13-Dec-19,9:56:56,Ok,FALSE,,Left,Left,Left,Left,218
Affiliation 20191213 01___2019-12-13_09-56-55-5911-07-00.jpg,,12/13/2019,13-Dec-19,9:56:56,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-56-5671-07-00.jpg,,12/13/2019,13-Dec-19,9:56:58,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-57-5912-07-00.jpg,,12/13/2019,13-Dec-19,9:56:58,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-58-5663-07-00.jpg,,12/13/2019,13-Dec-19,9:57:00,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-56-59-5893-07-00.jpg,,12/13/2019,13-Dec-19,9:57:00,Ok,FALSE,,Left,Left,Right,Neutral,219
Affiliation 20191213 01___2019-12-13_09-57-00-5674-07-00.jpg,,12/13/2019,13-Dec-19,9:57:02,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-01-5884-07-00.jpg,,12/13/2019,13-Dec-19,9:57:02,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-02-5675-07-00.jpg,,12/13/2019,13-Dec-19,9:57:04,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-03-5885-07-00.jpg,,12/13/2019,13-Dec-19,9:57:04,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-04-5656-07-00.jpg,,12/13/2019,13-Dec-19,9:57:06,Ok,FALSE,,Left,Left,Right,Right,220
Affiliation 20191213 01___2019-12-13_09-57-05-5877-07-00.jpg,,12/13/2019,13-Dec-19,9:57:06,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-06-5677-07-00.jpg,,12/13/2019,13-Dec-19,9:57:08,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-07-5638-07-00.jpg,,12/13/2019,13-Dec-19,9:57:08,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-08-5828-07-00.jpg,,12/13/2019,13-Dec-19,9:57:10,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-09-5919-07-00.jpg,,12/13/2019,13-Dec-19,9:57:10,Ok,FALSE,,Left,Left,Left,Right,221
Affiliation 20191213 01___2019-12-13_09-57-10-5829-07-00.jpg,,12/13/2019,13-Dec-19,9:57:12,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-11-5900-07-00.jpg,,12/13/2019,13-Dec-19,9:57:12,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-12-5821-07-00.jpg,,12/13/2019,13-Dec-19,9:57:14,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-13-5921-07-00.jpg,,12/13/2019,13-Dec-19,9:57:14,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-14-5872-07-00.jpg,,12/13/2019,13-Dec-19,9:57:16,Ok,FALSE,,Left,Left,Left,Right,222
Affiliation 20191213 01___2019-12-13_09-57-15-5892-07-00.jpg,,12/13/2019,13-Dec-19,9:57:16,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-16-5833-07-00.jpg,,12/13/2019,13-Dec-19,9:57:18,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-17-6043-07-00.jpg,,12/13/2019,13-Dec-19,9:57:18,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-18-5794-07-00.jpg,,12/13/2019,13-Dec-19,9:57:20,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-19-5635-07-00.jpg,,12/13/2019,13-Dec-19,9:57:20,Ok,FALSE,,Neutral,Left,Right,Right,223
Affiliation 20191213 01___2019-12-13_09-57-20-5805-07-00.jpg,,12/13/2019,13-Dec-19,9:57:22,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-21-6076-07-00.jpg,,12/13/2019,13-Dec-19,9:57:22,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-22-5806-07-00.jpg,,12/13/2019,13-Dec-19,9:57:24,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-23-5747-07-00.jpg,,12/13/2019,13-Dec-19,9:57:24,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-24-5827-07-00.jpg,,12/13/2019,13-Dec-19,9:57:26,Ok,FALSE,,Left,Left,Right,Right,224
Affiliation 20191213 01___2019-12-13_09-57-25-5748-07-00.jpg,,12/13/2019,13-Dec-19,9:57:26,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-26-5809-07-00.jpg,,12/13/2019,13-Dec-19,9:57:28,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-27-5799-07-00.jpg,,12/13/2019,13-Dec-19,9:57:28,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-28-5800-07-00.jpg,,12/13/2019,13-Dec-19,9:57:30,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-29-5750-07-00.jpg,,12/13/2019,13-Dec-19,9:57:30,Ok,FALSE,,Right,Left,Left,Right,225
Affiliation 20191213 01___2019-12-13_09-57-30-5811-07-00.jpg,,12/13/2019,13-Dec-19,9:57:32,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-31-5721-07-00.jpg,,12/13/2019,13-Dec-19,9:57:32,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-32-5802-07-00.jpg,,12/13/2019,13-Dec-19,9:57:34,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-33-5763-07-00.jpg,,12/13/2019,13-Dec-19,9:57:34,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-34-5963-07-00.jpg,,12/13/2019,13-Dec-19,9:57:36,Ok,FALSE,,Right,Right,Left,Right,226
Affiliation 20191213 01___2019-12-13_09-57-35-5714-07-00.jpg,,12/13/2019,13-Dec-19,9:57:36,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-36-5994-07-00.jpg,,12/13/2019,13-Dec-19,9:57:38,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-37-5715-07-00.jpg,,12/13/2019,13-Dec-19,9:57:38,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-38-5655-07-00.jpg,,12/13/2019,13-Dec-19,9:57:40,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-39-5746-07-00.jpg,,12/13/2019,13-Dec-19,9:57:40,Ok,FALSE,,Right,Right,Right,Right,227
Affiliation 20191213 01___2019-12-13_09-57-40-5647-07-00.jpg,,12/13/2019,13-Dec-19,9:57:42,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-41-5747-07-00.jpg,,12/13/2019,13-Dec-19,9:57:42,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-42-5668-07-00.jpg,,12/13/2019,13-Dec-19,9:57:44,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-43-5768-07-00.jpg,,12/13/2019,13-Dec-19,9:57:44,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_09-57-44-5669-07-00.jpg,,12/13/2019,13-Dec-19,9:57:46,Ok,FALSE,,Right,Right,Right,Left,228
